title,publishedAt,url,compound sentiment score
Man Behind Biden Deepfake Robocalls Hit With $6 Million Fine,2024-09-26 20:35:31+00:00,https://gizmodo.com/man-behind-biden-deepfake-robocalls-hit-with-6-million-fine-2000504021,-0.2263
Are we underestimating global warming?,2024-09-26 22:48:35+00:00,https://www.vox.com/climate/374253/climate-chamge-model-warming-ipcc-record-heat,0.0
Newsmax Settles with Smartmatic Over Defamation Claims,2024-09-27 12:20:06+00:00,https://gizmodo.com/newsmax-settles-with-smartmatic-over-defamation-claims-2000504160,0.0
"Exactly 66 years ago, another Hurricane Helene rocked the Carolinas",2024-09-27 13:05:29+00:00,https://www.npr.org/2024/09/27/g-s1-24883/helene-1958,0.0
The US Could Finally Ban Inane Forced Password Changes,2024-09-28 10:30:00+00:00,https://www.wired.com/story/nist-password-guidance-improvements/,0.945
Opinion: How to design a US data privacy law,2024-09-28 11:15:11+00:00,https://arstechnica.com/tech-policy/2024/09/opinion-how-to-design-a-us-data-privacy-law/,0.8658
Dems Call for Criminal Investigation in Boar’s Head Listeria Outbreak That’s Killed 10,2024-09-28 12:00:48+00:00,https://gizmodo.com/dems-call-for-criminal-investigation-in-boars-head-listeria-outbreak-thats-killed-10-2000504668,0.0
Switzerland praises China-Brazil peace plan for Ukraine,2024-09-28 15:12:39+00:00,https://www.yahoo.com/news/switzerland-praises-china-brazil-peace-151239841.html,0.0
Coastal communities face ‘catastrophic flooding’ from rising sea levels,2024-09-28 19:20:21+00:00,https://www.aljazeera.com/news/2024/9/28/coastal-communities-face-catastrophic-flooding-from-rising-sea-levels,0.0
Marburg virus outbreak kills six in Rwanda,2024-09-29 07:58:57+00:00,https://www.bbc.com/news/articles/c8el1ky2nd6o,0.0
'Room for negotiation' on national care service plan - Gray,2024-09-29 10:51:54+00:00,https://www.bbc.com/news/articles/c4gljpn7wlko,0.0
Georgia’s Young Climate Voters Could Help Push Harris Past Trump,2024-09-29 14:00:00+00:00,http://www.rollingstone.com/politics/politics-features/georgia-climate-voters-harris-hurricane-helene-1235114809/,0.0
Reduced risk of serious cardiovascular disease after COVID vaccination,2024-09-30 16:29:18+00:00,https://www.sciencedaily.com/releases/2024/09/240930122918.htm,0.0
China's economic issues are so serious that even the oil market doesn't care about Middle East tensions — for now,2024-10-01 06:38:56+00:00,https://www.businessinsider.com/oil-price-today-middle-east-israel-hezbollah-conflict-china-economy-2024-10,0.0
"Understanding regional climate change is essential for guiding effective climate adaptation policy, study says",2024-10-01 09:00:01+00:00,https://phys.org/news/2024-09-regional-climate-essential-effective-policy.html,0.0
Scottish government: Assisted dying bill not in Holyrood's powers,2024-10-01 09:49:49+00:00,https://www.bbc.com/news/articles/c4g5w299npjo,0.0
"3 of China's Tesla rivals had a record month, putting pressure on Elon Musk",2024-10-01 10:04:03+00:00,https://www.businessinsider.com/tesla-chinese-ev-rivals-record-deliveries-pressure-on-elon-musk-2024-10,0.9589
A Stalled Waymo Blocked Kamala Harris’s Motorcade in San Francisco,2024-10-01 12:55:00+00:00,https://gizmodo.com/a-stalled-waymo-blocked-kamala-harriss-motorcade-in-san-francisco-2000505116,-0.9541
Apple's holiday quarter will again see giant challenges because of supply chain issues,2024-10-01 16:45:51+00:00,https://appleinsider.com/articles/24/10/01/apples-holiday-quarter-will-again-see-giant-challenges-because-of-supply-chain-issues,0.7651
New mouse models offer valuable window into COVID-19 infection,2024-10-01 18:26:52+00:00,https://www.sciencedaily.com/releases/2024/10/241001142652.htm,0.0
Invasive Ticks Carrying New Diseases Are Spreading Through the Northeast,2024-10-01 20:41:49+00:00,https://gizmodo.com/invasive-ticks-carrying-new-diseases-are-spreading-through-the-northeast-2000505769,0.0
Floating platforms for rising sea levels,2024-10-02 04:55:00+00:00,https://springwise.com/innovation/sustainability/modular-floating-land-tackles-climate-change/,0.0
BlackRock's CEO says China is the biggest supporter of Russia's economy amidst the Ukraine war,2024-10-02 06:10:04+00:00,https://www.businessinsider.com/blackrock-ceo-larry-fink-china-russia-biggest-war-backer-2024-10,0.0
Covid Testing Lab Owner Pleads Guilty to Giving Fake Test Results,2024-10-02 12:45:27+00:00,https://gizmodo.com/covid-testing-lab-owner-pleads-guilty-to-giving-fake-test-results-2000506076,0.0
"Hurricanes Helene’s Floods Swamped a Hospital, Highlighting Climate Threats to Health Care",2024-10-02 18:45:00+00:00,https://subscriber.politicopro.com/article/eenews/2024/10/02/a-dangerous-rescue-helene-made-a-hospital-almost-inescapable-00181734,0.0
Dozens of tigers dead after bird flu hits Vietnam zoos,2024-10-03 08:02:30+00:00,https://www.bbc.com/news/articles/crm2x40k82lo,0.0
"‘I’m an Infectious Disease Expert, and This Is the #1 Vaccine Myth I Wish Everyone Would Stop Believing'",2024-10-03 10:25:00+00:00,https://parade.com/health/top-vaccine-myth-to-stop-believing-according-to-infectious-disease-experts,0.0
Hard Nuclear Weapons Choices Await Harris or Trump as President,2024-10-03 10:45:00+00:00,https://www.scientificamerican.com/article/hard-nuclear-weapons-choices-await-harris-or-trump-as-president/,0.0
Findlay calls on Swinney to ditch National Care Service plans,2024-10-03 12:45:20+00:00,https://www.bbc.com/news/articles/cgry4q17evwo,0.9962
A US Navy missile that just scored its first kill this year got another workout against Iranian weapons,2024-10-03 14:28:06+00:00,https://www.businessinsider.com/us-navy-missile-new-combat-got-another-workout-against-iran-2024-10,0.0
An Ebola-like virus is spreading in Rwanda. Why isn’t there an approved vaccine for Marburg?,2024-10-03 21:08:07+00:00,https://www.vox.com/future-perfect/375819/marburg-outbreak-rwanda-vaccine-trial,0.0
The October surprise: Harris is navigating a pair of them,2024-10-04 09:00:00+00:00,https://www.npr.org/2024/10/03/nx-s1-5137967/kamala-harris-hurricane-israel-iran-october-surprise,0.0
EU hits China with tariffs in electric car sales battle,2024-10-04 09:43:35+00:00,https://www.bbc.com/news/articles/cly20n4d0g9o?xtor=AL-72-%5Bpartner%5D-%5Byahoo.north.america%5D-%5Bheadline%5D-%5Bnews%5D-%5Bbizdev%5D-%5Bisapi%5D,0.0
Waymo is adding the Hyundai Ioniq 5 to its robotaxi fleet,2024-10-04 10:00:00+00:00,https://www.theverge.com/2024/10/4/24261357/waymo-hyundai-ioniq-5-robotaxi-partnership,0.0
Bird Flu Fears Stoke the Race for an mRNA Flu Vaccine,2024-10-04 19:21:00+00:00,https://science.slashdot.org/story/24/10/04/1845237/bird-flu-fears-stoke-the-race-for-an-mrna-flu-vaccine,0.0
"I Own a Chevy Bolt, and Superchargers Are a Total Game Changer",2024-10-04 22:04:17+00:00,https://www.wired.com/story/i-own-a-chevy-bolt-and-superchargers-are-a-total-game-changer/,0.0
How satellite data has proven climate change is a climate crisis,2024-10-05 10:00:01+00:00,https://www.space.com/satellite-data-climate-change-crisis,0.0
"Elon Musk Joins Trump Rally, Claims Harris Winning Would Make This ‘the Last Election’: ‘I’m Dark MAGA’ | Video",2024-10-06 00:17:59+00:00,https://www.yahoo.com/news/elon-musk-joins-trump-rally-001759874.html,0.0
2020 is back on the 2024 campaign trail,2024-10-06 11:59:02+00:00,https://www.businessinsider.com/2020-is-back-on-the-2024-campaign-trail-2024-10,0.0
"China, Philippines continue to clash in South China Sea, with new flashpoint emerging",2024-10-07 09:30:00+00:00,https://finance.yahoo.com/news/china-philippines-continue-clash-south-093000388.html/,0.0
Elon Musk is ready to make his biggest pitch yet that Tesla is more than just a car company,2024-10-07 16:35:55+00:00,https://www.businessinsider.com/elon-musk-robotaxi-day-tesla-robotics-ai-2024-10,0.9988
The US is ramping up bird flu surveillance – but will it be enough?,2024-10-07 20:13:10+00:00,https://www.newscientist.com/article/2450743-the-us-is-ramping-up-bird-flu-surveillance-but-will-it-be-enough/,0.0
Elon Musk Says He Might Get Thrown in Jail If Trump Doesn’t Win,2024-10-08 12:55:29+00:00,https://gizmodo.com/elon-musk-says-he-might-get-thrown-in-jail-if-trump-doesnt-win-2000508695,-0.8594
Dow Jones Futures Rise; Nvidia Climbs In Buy Area As China Stocks Sell Off,2024-10-08 13:12:07+00:00,https://www.investors.com/market-trend/stock-market-today/dow-jones-sp500-nasdaq-nvidia-nvda-stock-china-stocks-tesla/,0.9889
Growing number of Earth's ‘vital signs’ endangered by climate change,2024-10-08 15:00:27+00:00,https://www.newscientist.com/article/2450457-growing-number-of-earths-vital-signs-endangered-by-climate-change/,0.0
How Democrats Lost Ground on Voter Registrations Where It Matters Most,2024-10-08 15:56:16+00:00,https://time.com/7071878/harris-democrats-swing-states/,0.0
Devastating Hurricane Milton Takes Aim at Tampa’s Climate Vulnerabilities,2024-10-08 16:30:00+00:00,https://www.scientificamerican.com/article/devastating-hurricane-milton-takes-aim-at-tampas-climate-vulnerabilities/,0.0
How Rwanda Is Containing a Deadly Marburg Virus Outbreak,2024-10-08 19:16:00+00:00,https://www.scientificamerican.com/article/how-rwanda-is-containing-a-deadly-marburg-virus-outbreak/,0.9909
Why Hurricane Milton Is a Sign of the New Abnormal,2024-10-08 21:31:05+00:00,https://www.newyorker.com/news/the-lede/why-hurricane-milton-is-a-sign-of-the-new-abnormal,0.0
"Florida's coastline could change after Hurricane Milton, officials say",2024-10-09 00:26:19+00:00,https://abcnews.go.com/US/officials-expect-floridas-shoreline-change-amid-hurricane-milton/story?id=114610200,0.0
They came to Asheville looking for a 'climate haven.' Then came Hurricane Helene,2024-10-09 09:30:00+00:00,https://www.npr.org/2024/10/09/nx-s1-5137024/climate-haven-hurricane-helene-asheville,0.0
How does this hurricane compare to Helene and other hurricanes?,2024-10-09 11:34:33+00:00,https://www.bbc.com/weather/articles/cq64vnj51p1o,0.0
COVID-19 infection appeared to increase risk of heart attack and stroke up to 3 years later,2024-10-09 16:25:25+00:00,https://www.sciencedaily.com/releases/2024/10/241009122525.htm,0.0
Why Tampa Is So Vulnerable to Hurricane Milton,2024-10-09 18:36:34+00:00,https://www.wired.com/story/why-tampa-is-so-vulnerable-to-hurricane-milton/,0.0
Why Tampa Bay is at such high risk for hurricane damage,2024-10-09 19:10:53+00:00,https://www.npr.org/2024/10/09/nx-s1-5145659/tampa-bay-hurricane-risk,0.0
I spent $1.25 million on a 'hurricane-proof' home in Milton's path. I'm not evacuating.,2024-10-09 21:50:36+00:00,https://www.businessinsider.com/retiree-bought-hurricane-proof-florida-house-in-hurricane-milton-path-2024-10,0.0
Exclusive-China's Chery assembles cars in Russian plants vacated by Western rivals,2024-10-10 06:03:03+00:00,https://ca.finance.yahoo.com/news/exclusive-chinas-chery-assembles-cars-060303653.html,0.0
FCC chair rejects Trump’s call to revoke CBS license over Harris interview edit,2024-10-10 17:58:08+00:00,https://www.theverge.com/2024/10/10/24267054/fcc-chair-rosenworcel-trump-harris-60-minutes-cbs-license,0.0
Tesla Cybercab announced: Elon Musk’s robotaxi is finally here,2024-10-11 02:59:05+00:00,https://www.theverge.com/2024/10/10/24265530/tesla-robotaxi-elon-musk-features-range-price-release-date,0.0
Scientists bring socioeconomic status at the forefront of epidemic modelling,2024-10-11 18:09:56+00:00,https://www.sciencedaily.com/releases/2024/10/241011140956.htm,-0.0409
"COVID-19 cases during 1st wave linked to higher heart attack, stroke risk: Study",2024-10-11 22:01:57+00:00,https://abcnews.go.com/Health/covid-19-infections-1st-wave-linked-higher-risk/story?id=114734406,0.0
6 facts about false noncitizen voting claims and the election,2024-10-12 09:00:00+00:00,https://www.npr.org/2024/10/12/nx-s1-5147789/voting-election-2024-noncitizen-fact-check-trump,-0.9851
Man says he has been 'left to rot' after Covid vaccine,2024-10-13 23:00:15+00:00,https://www.bbc.com/news/articles/c0kj1pmr7jdo,0.0
The Home-Insurance Crisis That Won’t End After Hurricane Season,2024-10-14 10:00:00+00:00,https://www.newyorker.com/news/the-financial-page/the-home-insurance-crisis-that-wont-end-after-hurricane-season,-0.9976
Paris Motor Show opens during a brewing EV trade war between the EU and China,2024-10-14 17:14:36+00:00,https://finance.yahoo.com/news/paris-motor-show-opens-during-171436499.html,-0.8143
Close fight in the trenches: A look at the ground game in the presidential race,2024-10-15 10:07:40+00:00,https://abcnews.go.com/Politics/close-fight-trenches-ground-game-presidential-race/story?id=114780589,0.9741
Video shows one of Taiwan's F-16s tracking a Chinese J-15 fighter jet with its sniper pod during war games,2024-10-15 19:24:34+00:00,https://www.businessinsider.com/video-taiwan-f-16-tracking-chinese-j-15-jet-2024-10,0.0
Global EV Sales Up 30.5% In September,2024-10-15 22:50:00+00:00,https://tech.slashdot.org/story/24/10/15/210251/global-ev-sales-up-305-in-september,0.0
Elon Musk Donates $75 Million to His Own Pro-Trump Group,2024-10-16 13:05:56+00:00,https://gizmodo.com/elon-musk-donates-75-million-to-his-own-pro-trump-group-2000512332,0.4633
Unlocking The Potential To Transform Carbon Emissions Into Sustainable Opportunities,2024-10-17 13:30:00+00:00,https://www.forbes.com/councils/forbesbusinesscouncil/2024/10/17/unlocking-the-potential-to-transform-carbon-emissions-into-sustainable-opportunities/,0.9996
DHS Warns Law Enforcement Election Deniers May Attempt to Bomb Drop Boxes,2024-10-17 16:41:26+00:00,https://www.wired.com/story/dhs-election-denial-violent-attacks/,-0.9908
Trump complains to judge that Kamala Harris has used Jack Smith's evidence in ads,2024-10-17 18:00:32+00:00,https://www.businessinsider.com/trump-kamala-harris-election-interference-case-jack-smith-ads-02024-10,-0.9771
Is climate change really making hurricanes worse?,2024-10-17 20:47:14+00:00,https://www.vox.com/climate/378359/hurricane-climate-change-flood-helene-milton-warming,0.0
DJI sues the US Department of Defense for labeling it a ‘Chinese Military Company’,2024-10-19 07:28:04+00:00,https://www.theverge.com/2024/10/19/24274153/dji-sues-us-dod-chinese-military-company,-0.9945
"Serious Infections Linked to Dementia Risk, Study Shows",2024-10-19 17:34:00+00:00,https://science.slashdot.org/story/24/10/19/0545239/serious-infections-linked-to-dementia-risk-study-shows,0.0
"As bird flu outbreaks rise, piles of dead cattle become shocking Central Valley tableau",2024-10-20 10:00:44+00:00,https://www.yahoo.com/news/bird-flu-outbreaks-rise-piles-100044871.html,0.0
What happens to the world if forests stop absorbing carbon? Ask Finland.,2024-10-20 13:00:00+00:00,http://grist.org/international/what-happens-to-the-world-if-forests-stop-absorbing-carbon-ask-finland/,0.0
India and China agree to de-escalate border tensions,2024-10-21 11:06:40+00:00,https://www.bbc.com/news/articles/ckg0gwy0nlyo,0.0
Elon Musk Is Trying to Be the MrBeast of Politics,2024-10-21 14:15:17+00:00,https://gizmodo.com/elon-musk-is-trying-to-be-the-mrbeast-of-politics-2000514361,0.0
McDonald's is the latest election battleground for Trump and Harris,2024-10-21 20:16:05+00:00,https://www.businessinsider.com/mcdonalds-is-latest-election-battleground-for-trump-and-harris-2024-10,0.9786
"Covid Vaccine Tech Is Being Used to Fight a Nasty, Diarrhea-Causing Bacteria",2024-10-22 09:00:56+00:00,https://gizmodo.com/covid-vaccine-tech-is-being-used-to-fight-a-nasty-diarrhea-causing-bacteria-2000514541,0.0
Russia claims it doesn't care who wins the US election. Its state media tells another story.,2024-10-22 15:28:06+00:00,https://www.businessinsider.com/russia-state-media-trump-harris-presidential-us-election-putin-kremlin-2024-10,0.0
"As Hurricane Floodwaters Recede, a Public Health Threat Rises",2024-10-22 16:00:00+00:00,https://grist.org/health/as-helenes-immediate-impacts-recede-a-public-health-threat-rises/,-0.9881
Justice Department Says It Has Received Complaints About Elon Musk’s $1 Million Payments to Voters,2024-10-22 19:45:43+00:00,https://gizmodo.com/justice-department-says-it-has-received-complaints-about-elon-musks-1-million-payments-to-voters-2000515069,0.0
CDC Says McDonald’s E. Coli Outbreak Kills 1 and Hospitalizes 10,2024-10-22 21:06:22+00:00,https://gizmodo.com/cdc-says-mcdonalds-e-coli-outbreak-kills-1-and-hospitalizes-10-2000515312,-0.9928
"A deadly E. Coli outbreak across 10 states has been linked to McDonald's Quarter-Pounders, CDC says",2024-10-22 21:24:51+00:00,https://www.businessinsider.com/mcdonalds-e-coli-outbreak-tied-quarter-pounders-2024-10,0.7183
"1 dead, dozens sickened in E. coli outbreak linked to McDonald's Quarter Pounders",2024-10-22 21:28:05+00:00,https://www.npr.org/2024/10/22/nx-s1-5161590/mcdonalds-ecoli-quarter-pounders-cdc,0.0
