Sheet 1: Energy
title,publishedAt,url
The US Is Loading Up on Bird Flu Vaccine,2024-10-04T19:12:57Z,https://www.wired.com/story/us-loading-up-on-bird-flu-vaccine/
"Covid Vaccine Tech Is Being Used to Fight a Nasty, Diarrhea-Causing Bacteria",2024-10-22T09:00:56Z,https://gizmodo.com/covid-vaccine-tech-is-being-used-to-fight-a-nasty-diarrhea-causing-bacteria-2000514541
Can our stockpiles of Tamiflu protect against a bird flu pandemic?,2024-09-23T14:54:53Z,https://undark.org/2024/09/23/h5n1-old-drug-protect-against-new-pandemic/
‘Flesh-Eating’ Bacteria Surge in Florida Floodwaters After Back-to-Back Hurricanes,2024-10-22T16:35:44Z,https://gizmodo.com/flesh-eating-bacteria-surge-in-florida-floodwaters-after-back-to-back-hurricanes-2000515033
Invasive Ticks Carrying New Diseases Are Spreading Through the Northeast,2024-10-01T20:41:49Z,https://gizmodo.com/invasive-ticks-carrying-new-diseases-are-spreading-through-the-northeast-2000505769
Gizmodo Science Fair: Bacteria-Created Plastic That Can Be Recycled Forever,2024-09-24T12:00:48Z,https://gizmodo.com/science-fair-pdk-plastic-2000496553
Viruses Found on Toothbrushes Are ‘Unlike Anything Seen Before’,2024-10-09T14:10:26Z,https://gizmodo.com/viruses-found-on-toothbrushes-are-unlike-anything-seen-before-2000508550
Cases of dangerous bacteria doubled in Florida following Hurricane Helene,2024-10-21T18:34:35Z,https://abcnews.go.com/GMA/Wellness/health-officials-warn-bacteria-hurricane-helene-milton-floodwaters/story?id=114649073
COVID-19 infection appeared to increase risk of heart attack and stroke up to 3 years later,2024-10-09T16:25:25Z,https://www.sciencedaily.com/releases/2024/10/241009122525.htm
Millions of Americans could lose out on more than $700 in healthcare benefits if Congress doesn't keep these tax credits,2024-10-02T10:03:02Z,https://www.businessinsider.com/millions-americans-lose-health-insurance-subsidies-congress-presidential-election-2024-9

Sheet 4: Health
title,publishedAt,url
‘Flesh-Eating’ Bacteria Surge in Florida Floodwaters After Back-to-Back Hurricanes,2024-10-22T16:35:44Z,https://gizmodo.com/flesh-eating-bacteria-surge-in-florida-floodwaters-after-back-to-back-hurricanes-2000515033
Researchers confront new US and global challenges in vaccinations of adults,2024-10-07T15:51:02Z,https://www.sciencedaily.com/releases/2024/10/241007115102.htm
DRC launches first mpox vaccination drive in efforts to curb outbreak,2024-10-05T20:21:54Z,https://www.aljazeera.com/news/2024/10/5/drc-launches-first-mpox-vaccination-drive-in-efforts-to-curb-outbreak
"Mpox vaccine is safe and generates a robust antibody response in adolescents, study finds",2024-10-16T16:09:19Z,https://www.sciencedaily.com/releases/2024/10/241016120919.htm
What is the deadly Marburg virus and where has it spread?,2024-10-05T09:07:53Z,https://www.aljazeera.com/news/2024/10/5/what-is-the-deadly-marburg-virus-and-where-has-it-spread
"COVID, mpox, cholera: Is the world prepared for another pandemic?",2024-10-19T07:15:39Z,https://www.aljazeera.com/news/2024/10/19/covid-mpox-cholera-is-the-world-prepared-for-another-pandemic

Sheet 5: Industrials
title,publishedAt,url
Can our stockpiles of Tamiflu protect against a bird flu pandemic?,2024-09-23T14:54:53Z,https://undark.org/2024/09/23/h5n1-old-drug-protect-against-new-pandemic/
"Global Surge in Nearsightedness Linked to Covid-19, Study Finds",2024-09-25T19:15:34Z,https://gizmodo.com/global-surge-in-nearsightedness-linked-to-covid-19-study-finds-2000503155
‘Flesh-Eating’ Bacteria Surge in Florida Floodwaters After Back-to-Back Hurricanes,2024-10-22T16:35:44Z,https://gizmodo.com/flesh-eating-bacteria-surge-in-florida-floodwaters-after-back-to-back-hurricanes-2000515033
"Covid Vaccine Tech Is Being Used to Fight a Nasty, Diarrhea-Causing Bacteria",2024-10-22T09:00:56Z,https://gizmodo.com/covid-vaccine-tech-is-being-used-to-fight-a-nasty-diarrhea-causing-bacteria-2000514541
"Move Over, mRNA: What to Know About the Novavax COVID Vaccine",2024-09-29T16:00:07Z,https://www.cnet.com/health/medical/move-over-mrna-what-to-know-about-the-novavax-covid-vaccine/
Millions of Americans could lose out on more than $700 in healthcare benefits if Congress doesn't keep these tax credits,2024-10-02T10:03:02Z,https://www.businessinsider.com/millions-americans-lose-health-insurance-subsidies-congress-presidential-election-2024-9
Disease X: Are we ready for the next killer pandemic?,2024-10-17T11:15:00Z,https://www.aljazeera.com/program/flatten-the-curve/2024/10/17/disease-x-are-we-ready-for-the-next-killer-pandemic
Can a pandemic treaty end vaccine inequity in Africa?,2024-10-10T11:30:00Z,https://www.aljazeera.com/program/flatten-the-curve/2024/10/10/can-a-pandemic-treaty-end-vaccine-inequity-in-africa
COVID-19 infection appeared to increase risk of heart attack and stroke up to 3 years later,2024-10-09T16:25:25Z,https://www.sciencedaily.com/releases/2024/10/241009122525.htm
A new way to support grandparents raising kids affected by the addiction epidemic,2024-10-15T13:00:00Z,https://www.npr.org/sections/shots-health-news/2024/10/15/nx-s1-5149347/opioid-funds-grandparents-addiction-epidemic-alabama

Sheet 6: IT
title,publishedAt,url
"Boar's Head faces legal scrutiny over deadly deli meat listeria outbreak, USDA says",2024-09-28T07:45:00Z,https://richmond.com/news/state-regional/business/boars-head-faces-legal-scrutiny-over-deadly-deli-meat-listeria-outbreak-usda-says/article_3b58c64c-7d18-11ef-8f01-6fa1235b7f1f.html

Sheet 7: Materials
title,publishedAt,url
‘Flesh-Eating’ Bacteria Surge in Florida Floodwaters After Back-to-Back Hurricanes,2024-10-22T16:35:44Z,https://gizmodo.com/flesh-eating-bacteria-surge-in-florida-floodwaters-after-back-to-back-hurricanes-2000515033
"Global Surge in Nearsightedness Linked to Covid-19, Study Finds",2024-09-25T19:15:34Z,https://gizmodo.com/global-surge-in-nearsightedness-linked-to-covid-19-study-finds-2000503155
Enlisting Microbes to Break Down ‘Forever Chemicals’,2024-10-11T10:45:00Z,https://www.scientificamerican.com/article/enlisting-microbes-to-break-down-forever-chemicals/
Flu vaccine lowered risk of hospitalization in Southern Hemisphere by 35%: CDC study,2024-10-03T18:53:13Z,https://abcnews.go.com/Health/flu-vaccine-lowered-risk-hospitalization-southern-hemisphere-35/story?id=114470697
"Serious Infections Linked to Dementia Risk, Study Shows",2024-10-19T17:34:00Z,https://science.slashdot.org/story/24/10/19/0545239/serious-infections-linked-to-dementia-risk-study-shows
Reduced risk of serious cardiovascular disease after COVID vaccination,2024-09-30T16:29:18Z,https://www.sciencedaily.com/releases/2024/09/240930122918.htm
Cases of dangerous bacteria doubled in Florida following Hurricane Helene,2024-10-21T18:34:35Z,https://abcnews.go.com/GMA/Wellness/health-officials-warn-bacteria-hurricane-helene-milton-floodwaters/story?id=114649073
Disease X: Are we ready for the next killer pandemic?,2024-10-17T11:15:00Z,https://www.aljazeera.com/program/flatten-the-curve/2024/10/17/disease-x-are-we-ready-for-the-next-killer-pandemic

Sheet 8: Utilities
title,publishedAt,url
The US Is Loading Up on Bird Flu Vaccine,2024-10-04T19:12:57Z,https://www.wired.com/story/us-loading-up-on-bird-flu-vaccine/
"Covid Vaccine Tech Is Being Used to Fight a Nasty, Diarrhea-Causing Bacteria",2024-10-22T09:00:56Z,https://gizmodo.com/covid-vaccine-tech-is-being-used-to-fight-a-nasty-diarrhea-causing-bacteria-2000514541
‘Flesh-Eating’ Bacteria Surge in Florida Floodwaters After Back-to-Back Hurricanes,2024-10-22T16:35:44Z,https://gizmodo.com/flesh-eating-bacteria-surge-in-florida-floodwaters-after-back-to-back-hurricanes-2000515033
"Drop in UK flu shots could lead to worse winter, heath officials warn",2024-09-30T03:15:41Z,https://www.bbc.com/news/articles/c62d8r0nnl6o
"A Rare, Deadly Mosquito Virus Has Emerged in New York",2024-09-25T20:52:19Z,https://gizmodo.com/a-rare-deadly-mosquito-virus-has-emerged-in-new-york-2000503317
Man says he has been 'left to rot' after Covid vaccine,2024-10-13T23:00:15Z,https://www.bbc.com/news/articles/c0kj1pmr7jdo
Worst U.S. whooping cough outbreak in a decade has infected thousands,2024-10-11T09:00:00Z,https://www.npr.org/2024/10/10/nx-s1-5127422/whooping-cough-outbreak-u-s-seattle
US provides $72M to vaccine manufacturers to advance bird flu shot preparedness,2024-10-04T18:05:25Z,https://abcnews.go.com/Health/us-72m-vaccine-manufacturers-advance-bird-flu-shot/story?id=114502971
"The flu shot is different this year, thanks to COVID",2024-10-17T13:30:00Z,https://www.npr.org/sections/shots-health-news/2024/10/17/nx-s1-5155104/flu-shot-vaccine-b-yamagata-extinct
"Move Over, mRNA: What to Know About the Novavax COVID Vaccine",2024-09-29T16:00:07Z,https://www.cnet.com/health/medical/move-over-mrna-what-to-know-about-the-novavax-covid-vaccine/
"Global Surge in Nearsightedness Linked to Covid-19, Study Finds",2024-09-25T19:15:34Z,https://gizmodo.com/global-surge-in-nearsightedness-linked-to-covid-19-study-finds-2000503155
Second Health Care Worker Exposed to Person with Bird Flu Had Symptoms. Here’s What We Know and Don’t Know,2024-09-26T15:40:00Z,https://www.scientificamerican.com/article/second-health-care-worker-exposed-to-person-with-bird-flu-had-symptoms-heres/
Bird Flu Fears Stoke the Race for an mRNA Flu Vaccine,2024-10-04T19:21:00Z,https://science.slashdot.org/story/24/10/04/1845237/bird-flu-fears-stoke-the-race-for-an-mrna-flu-vaccine
"COVID-19 cases during 1st wave linked to higher heart attack, stroke risk: Study",2024-10-11T22:01:57Z,https://abcnews.go.com/Health/covid-19-infections-1st-wave-linked-higher-risk/story?id=114734406
Dozens of tigers dead after bird flu hits Vietnam zoos,2024-10-03T08:02:30Z,https://www.bbc.com/news/articles/crm2x40k82lo
The US is ramping up bird flu surveillance – but will it be enough?,2024-10-07T20:13:10Z,https://www.newscientist.com/article/2450743-the-us-is-ramping-up-bird-flu-surveillance-but-will-it-be-enough/
Dems Call for Criminal Investigation in Boar’s Head Listeria Outbreak That’s Killed 10,2024-09-28T12:00:48Z,https://gizmodo.com/dems-call-for-criminal-investigation-in-boars-head-listeria-outbreak-thats-killed-10-2000504668
"As Hurricane Floodwaters Recede, a Public Health Threat Rises",2024-10-22T16:00:00Z,https://grist.org/health/as-helenes-immediate-impacts-recede-a-public-health-threat-rises/
"Whooping Cough Is Spreading, and You Might Need a Vaccine Booster",2024-10-09T12:00:00Z,https://www.scientificamerican.com/article/whooping-cough-is-spreading-and-you-might-need-a-vaccine-booster/
Spread of deadly EEE virus explodes 5-fold in New York; one death reported,2024-09-25T21:53:27Z,https://arstechnica.com/science/2024/09/spread-of-deadly-eee-virus-explodes-5-fold-in-new-york-one-death-reported/
"New Nasal Vaccines Offer Stronger Protection from COVID, Flu, and More—No Needle Needed",2024-10-15T13:00:00Z,https://www.scientificamerican.com/article/new-nasal-vaccines-offer-stronger-protection-from-covid-flu-and-more-no-needle-needed/
Gizmodo Science Fair: Bacteria-Created Plastic That Can Be Recycled Forever,2024-09-24T12:00:48Z,https://gizmodo.com/science-fair-pdk-plastic-2000496553
"Outbreak detection under-resourced in Asia, study finds",2024-09-24T16:30:08Z,https://www.sciencedaily.com/releases/2024/09/240924123008.htm
Americans can again order 4 free at-home COVID tests from federal government,2024-09-26T13:26:50Z,https://abcnews.go.com/Health/americans-order-4-free-home-covid-tests-federal/story?id=114179632
'I left my son at school so he'd be taken into care',2024-09-23T23:00:24Z,https://www.bbc.com/news/articles/c2lnd5wj9z5o
Cases of dangerous bacteria doubled in Florida following Hurricane Helene,2024-10-21T18:34:35Z,https://abcnews.go.com/GMA/Wellness/health-officials-warn-bacteria-hurricane-helene-milton-floodwaters/story?id=114649073
Here are the high schoolers tracking the bird flu virus in New York City,2024-09-30T07:00:59Z,https://www.npr.org/2024/09/30/1202833898/avian-flu-pandemic-virus
Long COVID Is Harming Too Many Kids,2024-10-18T11:00:00Z,https://www.scientificamerican.com/article/long-covid-is-harming-too-many-kids/
CDC Says McDonald’s E. Coli Outbreak Kills 1 and Hospitalizes 10,2024-10-22T21:06:22Z,https://gizmodo.com/cdc-says-mcdonalds-e-coli-outbreak-kills-1-and-hospitalizes-10-2000515312
"How Polio Entered Gaza, and How the Vaccination Campaign is Going",2024-09-26T13:00:00Z,https://www.scientificamerican.com/article/how-polio-entered-gaza-and-how-the-vaccination-campaign-is-going/
How Rwanda Is Containing a Deadly Marburg Virus Outbreak,2024-10-08T19:16:00Z,https://www.scientificamerican.com/article/how-rwanda-is-containing-a-deadly-marburg-virus-outbreak/
"As bird flu outbreaks rise, piles of dead cattle become shocking Central Valley tableau",2024-10-20T10:00:44Z,https://www.yahoo.com/news/bird-flu-outbreaks-rise-piles-100044871.html
Flu vaccine lowered risk of hospitalization in Southern Hemisphere by 35%: CDC study,2024-10-03T18:53:13Z,https://abcnews.go.com/Health/flu-vaccine-lowered-risk-hospitalization-southern-hemisphere-35/story?id=114470697
NHS England warned about plans to extend Covid-era rules for patient data access,2024-10-16T09:27:07Z,https://www.theregister.com/2024/10/16/nhs_england_covid_data_plans/
"1 dead, dozens sickened in E. coli outbreak linked to McDonald's Quarter Pounders",2024-10-22T21:28:05Z,https://www.npr.org/2024/10/22/nx-s1-5161590/mcdonalds-ecoli-quarter-pounders-cdc
Reduced risk of serious cardiovascular disease after COVID vaccination,2024-09-30T16:29:18Z,https://www.sciencedaily.com/releases/2024/09/240930122918.htm
Novavax Is Here for the COVID Fight: What to Know About the Vaccine,2024-10-05T13:00:03Z,https://www.cnet.com/health/medical/novavax-is-here-for-the-covid-fight-what-to-know-about-the-vaccine/
An Ebola-like virus is spreading in Rwanda. Why isn’t there an approved vaccine for Marburg?,2024-10-03T21:08:07Z,https://www.vox.com/future-perfect/375819/marburg-outbreak-rwanda-vaccine-trial
Viruses Found on Toothbrushes Are ‘Unlike Anything Seen Before’,2024-10-09T14:10:26Z,https://gizmodo.com/viruses-found-on-toothbrushes-are-unlike-anything-seen-before-2000508550
"Serious Infections Linked to Dementia Risk, Study Shows",2024-10-19T17:34:00Z,https://science.slashdot.org/story/24/10/19/0545239/serious-infections-linked-to-dementia-risk-study-shows
See How Many Lives Vaccines Have Saved around the World,2024-10-15T12:56:00Z,https://www.scientificamerican.com/article/see-how-many-lives-vaccines-have-saved-around-the-world/
New mouse models offer valuable window into COVID-19 infection,2024-10-01T18:26:52Z,https://www.sciencedaily.com/releases/2024/10/241001142652.htm
What you need to know about the Sept. 30 education relief deadline,2024-09-30T10:40:52Z,https://abcnews.go.com/Politics/pandemic-era-school-relief-fund-expires-today/story?id=114333435
Proven Risks of Refillable Soap Dispensers,2024-10-07T01:03:03Z,https://www.gojo.com/en/Newsroom/Blog/2023/Proven-Risks-of-Refillable-Soap-Dispensers
